id,split,question,answer,has_options
train_7342,train,How is stroke diagnosed?,stroke is diagnosed through clinical evaluation and laboratory tests.,True
train_7343,train,How is depression diagnosed?,depression is diagnosed through clinical evaluation and laboratory tests.,True
train_7344,train,How is cancer treated?,"chemotherapy, ibuprofen",True
train_7345,train,How is influenza diagnosed?,influenza is diagnosed through clinical evaluation and laboratory tests.,True
train_7346,train,How is stroke treated?,"ibuprofen, physical_therapy",True
train_7347,train,What causes hypertension?,"Genetic factors, lifestyle, and environmental factors contribute to hypertension.",True
train_7348,train,How is cancer treated?,"physical_therapy, antivirals",True
train_7349,train,What are the symptoms of arthritis?,"cough, fatigue, fever",True
train_7350,train,What causes depression?,"Genetic factors, lifestyle, and environmental factors contribute to depression.",True
train_7351,train,What are the symptoms of influenza?,"headache, joint_pain, fever",True
train_7352,train,How is stroke treated?,"surgery, vaccination",True
train_7353,train,What causes stroke?,"Genetic factors, lifestyle, and environmental factors contribute to stroke.",True
train_7354,train,What causes cancer?,"Genetic factors, lifestyle, and environmental factors contribute to cancer.",True
train_7355,train,How is hypertension treated?,"radiation, chemotherapy",True
train_7356,train,How is cancer diagnosed?,cancer is diagnosed through clinical evaluation and laboratory tests.,True
train_7357,train,What are the risk factors for asthma?,"Genetic factors, lifestyle, and environmental factors contribute to asthma.",True
train_7358,train,How is migraine diagnosed?,migraine is diagnosed through clinical evaluation and laboratory tests.,True
train_7359,train,What are the symptoms of migraine?,"joint_pain, chest_pain, shortness_of_breath",True
train_7360,train,How is depression diagnosed?,depression is diagnosed through clinical evaluation and laboratory tests.,True
train_7361,train,What causes pneumonia?,"Genetic factors, lifestyle, and environmental factors contribute to pneumonia.",True
train_7362,train,How is asthma treated?,"antibiotics, radiation",True
train_7363,train,What causes migraine?,"Genetic factors, lifestyle, and environmental factors contribute to migraine.",True
train_7364,train,What are the risk factors for asthma?,"Genetic factors, lifestyle, and environmental factors contribute to asthma.",True
train_7365,train,What are the symptoms of depression?,"cough, fever, chest_pain",True
train_7366,train,How is cancer treated?,"vaccination, aspirin",True
train_7367,train,How is influenza treated?,"physical_therapy, surgery",True
train_7368,train,What causes depression?,"Genetic factors, lifestyle, and environmental factors contribute to depression.",True
train_7369,train,What causes diabetes?,"Genetic factors, lifestyle, and environmental factors contribute to diabetes.",True
train_7370,train,What are the symptoms of asthma?,"headache, fever, joint_pain",True
train_7371,train,What are the symptoms of influenza?,"joint_pain, shortness_of_breath, pain",True
train_7372,train,How is stroke diagnosed?,stroke is diagnosed through clinical evaluation and laboratory tests.,True
train_7373,train,What are the symptoms of pneumonia?,"joint_pain, pain, cough",True
train_7374,train,What are the symptoms of pneumonia?,"pain, joint_pain, nausea",True
train_7375,train,How is migraine treated?,"radiation, antibiotics",True
train_7376,train,How is pneumonia diagnosed?,pneumonia is diagnosed through clinical evaluation and laboratory tests.,True
train_7377,train,What causes arthritis?,"Genetic factors, lifestyle, and environmental factors contribute to arthritis.",True
train_7378,train,How is asthma diagnosed?,asthma is diagnosed through clinical evaluation and laboratory tests.,True
train_7379,train,How is pneumonia treated?,"vaccination, physical_therapy",True
train_7380,train,What are the risk factors for migraine?,"Genetic factors, lifestyle, and environmental factors contribute to migraine.",True
train_7381,train,How is influenza diagnosed?,influenza is diagnosed through clinical evaluation and laboratory tests.,True
train_7382,train,What causes influenza?,"Genetic factors, lifestyle, and environmental factors contribute to influenza.",True
train_7383,train,What are the risk factors for diabetes?,"Genetic factors, lifestyle, and environmental factors contribute to diabetes.",True
train_7384,train,What causes influenza?,"Genetic factors, lifestyle, and environmental factors contribute to influenza.",True
train_7385,train,What are the symptoms of depression?,"pain, dizziness, headache",True
train_7386,train,How is asthma treated?,"radiation, surgery",True
train_7387,train,How is diabetes diagnosed?,diabetes is diagnosed through clinical evaluation and laboratory tests.,True
train_7388,train,How is stroke diagnosed?,stroke is diagnosed through clinical evaluation and laboratory tests.,True
train_7389,train,How is arthritis treated?,"insulin, physical_therapy",True
train_7390,train,What causes cancer?,"Genetic factors, lifestyle, and environmental factors contribute to cancer.",True
train_7391,train,What causes migraine?,"Genetic factors, lifestyle, and environmental factors contribute to migraine.",True
train_7392,train,What causes pneumonia?,"Genetic factors, lifestyle, and environmental factors contribute to pneumonia.",True
train_7393,train,What are the symptoms of depression?,"pain, dizziness, fatigue",True
train_7394,train,How is cancer treated?,"radiation, ibuprofen",True
train_7395,train,What causes cancer?,"Genetic factors, lifestyle, and environmental factors contribute to cancer.",True
train_7396,train,How is pneumonia diagnosed?,pneumonia is diagnosed through clinical evaluation and laboratory tests.,True
train_7397,train,How is pneumonia treated?,"antibiotics, vaccination",True
train_7398,train,How is pneumonia diagnosed?,pneumonia is diagnosed through clinical evaluation and laboratory tests.,True
train_7399,train,How is diabetes treated?,"surgery, insulin",True
train_7400,train,What causes cancer?,"Genetic factors, lifestyle, and environmental factors contribute to cancer.",True
train_7401,train,What are the symptoms of depression?,"pain, cough, fatigue",True
train_7402,train,What are the risk factors for influenza?,"Genetic factors, lifestyle, and environmental factors contribute to influenza.",True
train_7403,train,What are the symptoms of migraine?,"dizziness, headache, joint_pain",True
train_7404,train,What are the risk factors for pneumonia?,"Genetic factors, lifestyle, and environmental factors contribute to pneumonia.",True
train_7405,train,What are the symptoms of hypertension?,"pain, headache, chest_pain",True
train_7406,train,What are the risk factors for migraine?,"Genetic factors, lifestyle, and environmental factors contribute to migraine.",True
train_7407,train,What are the symptoms of diabetes?,"headache, nausea, chest_pain",True
train_7408,train,What are the symptoms of depression?,"dizziness, cough, pain",True
train_7409,train,What causes hypertension?,"Genetic factors, lifestyle, and environmental factors contribute to hypertension.",True
train_7410,train,What causes influenza?,"Genetic factors, lifestyle, and environmental factors contribute to influenza.",True
train_7411,train,How is diabetes diagnosed?,diabetes is diagnosed through clinical evaluation and laboratory tests.,True
train_7412,train,What causes influenza?,"Genetic factors, lifestyle, and environmental factors contribute to influenza.",True
train_7413,train,What are the symptoms of arthritis?,"shortness_of_breath, dizziness, joint_pain",True
train_7414,train,How is influenza diagnosed?,influenza is diagnosed through clinical evaluation and laboratory tests.,True
train_7415,train,What are the risk factors for stroke?,"Genetic factors, lifestyle, and environmental factors contribute to stroke.",True
train_7416,train,What are the risk factors for migraine?,"Genetic factors, lifestyle, and environmental factors contribute to migraine.",True
train_7417,train,How is stroke treated?,"insulin, vaccination",True
train_7418,train,How is cancer treated?,"aspirin, vaccination",True
train_7419,train,How is asthma diagnosed?,asthma is diagnosed through clinical evaluation and laboratory tests.,True
train_7420,train,How is depression diagnosed?,depression is diagnosed through clinical evaluation and laboratory tests.,True
train_7421,train,How is arthritis diagnosed?,arthritis is diagnosed through clinical evaluation and laboratory tests.,True
train_7422,train,How is pneumonia treated?,"aspirin, radiation",True
train_7423,train,How is depression diagnosed?,depression is diagnosed through clinical evaluation and laboratory tests.,True
train_7424,train,What are the risk factors for stroke?,"Genetic factors, lifestyle, and environmental factors contribute to stroke.",True
train_7425,train,How is pneumonia treated?,"surgery, aspirin",True
train_7426,train,What are the symptoms of diabetes?,"fatigue, headache, nausea",True
train_7427,train,What are the symptoms of arthritis?,"dizziness, nausea, pain",True
train_7428,train,What causes cancer?,"Genetic factors, lifestyle, and environmental factors contribute to cancer.",True
train_7429,train,How is influenza diagnosed?,influenza is diagnosed through clinical evaluation and laboratory tests.,True
train_7430,train,What are the risk factors for cancer?,"Genetic factors, lifestyle, and environmental factors contribute to cancer.",True
train_7431,train,What are the risk factors for depression?,"Genetic factors, lifestyle, and environmental factors contribute to depression.",True
train_7432,train,What are the symptoms of diabetes?,"pain, shortness_of_breath, nausea",True
train_7433,train,What are the symptoms of asthma?,"fever, nausea, joint_pain",True
train_7434,train,How is migraine treated?,"physical_therapy, surgery",True
train_7435,train,How is depression treated?,"radiation, surgery",True
train_7436,train,How is migraine diagnosed?,migraine is diagnosed through clinical evaluation and laboratory tests.,True
train_7437,train,What are the risk factors for asthma?,"Genetic factors, lifestyle, and environmental factors contribute to asthma.",True
train_7438,train,What are the risk factors for influenza?,"Genetic factors, lifestyle, and environmental factors contribute to influenza.",True
train_7439,train,What are the risk factors for hypertension?,"Genetic factors, lifestyle, and environmental factors contribute to hypertension.",True
train_7440,train,What are the risk factors for stroke?,"Genetic factors, lifestyle, and environmental factors contribute to stroke.",True
train_7441,train,How is diabetes diagnosed?,diabetes is diagnosed through clinical evaluation and laboratory tests.,True
train_7442,train,How is stroke diagnosed?,stroke is diagnosed through clinical evaluation and laboratory tests.,True
train_7443,train,How is hypertension diagnosed?,hypertension is diagnosed through clinical evaluation and laboratory tests.,True
train_7444,train,What are the risk factors for diabetes?,"Genetic factors, lifestyle, and environmental factors contribute to diabetes.",True
train_7445,train,What causes migraine?,"Genetic factors, lifestyle, and environmental factors contribute to migraine.",True
train_7446,train,How is asthma treated?,"antivirals, aspirin",True
train_7447,train,How is influenza treated?,"physical_therapy, chemotherapy",True
train_7448,train,How is hypertension treated?,"physical_therapy, ibuprofen",True
train_7449,train,What are the symptoms of migraine?,"dizziness, cough, nausea",True
train_7450,train,How is migraine treated?,"aspirin, surgery",True
train_7451,train,What causes arthritis?,"Genetic factors, lifestyle, and environmental factors contribute to arthritis.",True
train_7452,train,How is hypertension treated?,"antibiotics, physical_therapy",True
train_7453,train,What causes diabetes?,"Genetic factors, lifestyle, and environmental factors contribute to diabetes.",True
train_7454,train,What causes diabetes?,"Genetic factors, lifestyle, and environmental factors contribute to diabetes.",True
train_7455,train,What are the risk factors for depression?,"Genetic factors, lifestyle, and environmental factors contribute to depression.",True
train_7456,train,How is arthritis diagnosed?,arthritis is diagnosed through clinical evaluation and laboratory tests.,True
train_7457,train,What causes pneumonia?,"Genetic factors, lifestyle, and environmental factors contribute to pneumonia.",True
train_7458,train,What causes depression?,"Genetic factors, lifestyle, and environmental factors contribute to depression.",True
train_7459,train,How is stroke treated?,"radiation, ibuprofen",True
train_7460,train,What causes diabetes?,"Genetic factors, lifestyle, and environmental factors contribute to diabetes.",True
train_7461,train,What are the symptoms of pneumonia?,"chest_pain, nausea, headache",True
train_7462,train,What causes cancer?,"Genetic factors, lifestyle, and environmental factors contribute to cancer.",True
train_7463,train,What are the symptoms of arthritis?,"headache, shortness_of_breath, fatigue",True
train_7464,train,How is arthritis diagnosed?,arthritis is diagnosed through clinical evaluation and laboratory tests.,True
train_7465,train,What causes cancer?,"Genetic factors, lifestyle, and environmental factors contribute to cancer.",True
train_7466,train,What are the risk factors for arthritis?,"Genetic factors, lifestyle, and environmental factors contribute to arthritis.",True
train_7467,train,What are the risk factors for stroke?,"Genetic factors, lifestyle, and environmental factors contribute to stroke.",True
train_7468,train,What are the symptoms of migraine?,"dizziness, headache, chest_pain",True
train_7469,train,What are the risk factors for asthma?,"Genetic factors, lifestyle, and environmental factors contribute to asthma.",True
train_7470,train,What are the risk factors for diabetes?,"Genetic factors, lifestyle, and environmental factors contribute to diabetes.",True
train_7471,train,What are the symptoms of stroke?,"headache, fever, fatigue",True
train_7472,train,How is migraine treated?,"surgery, chemotherapy",True
train_7473,train,What are the risk factors for pneumonia?,"Genetic factors, lifestyle, and environmental factors contribute to pneumonia.",True
train_7474,train,How is migraine diagnosed?,migraine is diagnosed through clinical evaluation and laboratory tests.,True
train_7475,train,How is diabetes treated?,"vaccination, antivirals",True
train_7476,train,What causes migraine?,"Genetic factors, lifestyle, and environmental factors contribute to migraine.",True
train_7477,train,What are the symptoms of hypertension?,"cough, headache, fever",True
train_7478,train,What are the risk factors for migraine?,"Genetic factors, lifestyle, and environmental factors contribute to migraine.",True
train_7479,train,How is cancer diagnosed?,cancer is diagnosed through clinical evaluation and laboratory tests.,True
train_7480,train,How is asthma diagnosed?,asthma is diagnosed through clinical evaluation and laboratory tests.,True
train_7481,train,What are the risk factors for hypertension?,"Genetic factors, lifestyle, and environmental factors contribute to hypertension.",True
train_7482,train,What are the risk factors for pneumonia?,"Genetic factors, lifestyle, and environmental factors contribute to pneumonia.",True
train_7483,train,How is cancer diagnosed?,cancer is diagnosed through clinical evaluation and laboratory tests.,True
train_7484,train,How is depression diagnosed?,depression is diagnosed through clinical evaluation and laboratory tests.,True
train_7485,train,How is diabetes treated?,"insulin, ibuprofen",True
train_7486,train,What are the risk factors for diabetes?,"Genetic factors, lifestyle, and environmental factors contribute to diabetes.",True
train_7487,train,How is hypertension treated?,"antivirals, insulin",True
train_7488,train,How is stroke diagnosed?,stroke is diagnosed through clinical evaluation and laboratory tests.,True
train_7489,train,What causes arthritis?,"Genetic factors, lifestyle, and environmental factors contribute to arthritis.",True
train_7490,train,How is stroke treated?,"radiation, physical_therapy",True
train_7491,train,How is influenza diagnosed?,influenza is diagnosed through clinical evaluation and laboratory tests.,True
train_7492,train,What causes hypertension?,"Genetic factors, lifestyle, and environmental factors contribute to hypertension.",True
train_7493,train,How is cancer diagnosed?,cancer is diagnosed through clinical evaluation and laboratory tests.,True
train_7494,train,What are the risk factors for influenza?,"Genetic factors, lifestyle, and environmental factors contribute to influenza.",True
train_7495,train,What are the risk factors for influenza?,"Genetic factors, lifestyle, and environmental factors contribute to influenza.",True
train_7496,train,What are the risk factors for migraine?,"Genetic factors, lifestyle, and environmental factors contribute to migraine.",True
train_7497,train,What are the risk factors for arthritis?,"Genetic factors, lifestyle, and environmental factors contribute to arthritis.",True
train_7498,train,What are the risk factors for pneumonia?,"Genetic factors, lifestyle, and environmental factors contribute to pneumonia.",True
train_7499,train,What causes arthritis?,"Genetic factors, lifestyle, and environmental factors contribute to arthritis.",True
train_7500,train,What causes pneumonia?,"Genetic factors, lifestyle, and environmental factors contribute to pneumonia.",True
train_7501,train,What are the risk factors for hypertension?,"Genetic factors, lifestyle, and environmental factors contribute to hypertension.",True
train_7502,train,What are the risk factors for cancer?,"Genetic factors, lifestyle, and environmental factors contribute to cancer.",True
train_7503,train,What causes arthritis?,"Genetic factors, lifestyle, and environmental factors contribute to arthritis.",True
train_7504,train,How is migraine treated?,"insulin, vaccination",True
train_7505,train,What are the risk factors for arthritis?,"Genetic factors, lifestyle, and environmental factors contribute to arthritis.",True
train_7506,train,How is diabetes treated?,"insulin, ibuprofen",True
train_7507,train,How is depression treated?,"physical_therapy, antivirals",True
train_7508,train,What causes stroke?,"Genetic factors, lifestyle, and environmental factors contribute to stroke.",True
train_7509,train,What are the symptoms of influenza?,"fatigue, chest_pain, fever",True
train_7510,train,What are the symptoms of cancer?,"joint_pain, fatigue, fever",True
train_7511,train,How is cancer treated?,"antivirals, physical_therapy",True
train_7512,train,How is depression treated?,"physical_therapy, surgery",True
train_7513,train,What are the symptoms of depression?,"fatigue, fever, chest_pain",True
train_7514,train,What are the risk factors for cancer?,"Genetic factors, lifestyle, and environmental factors contribute to cancer.",True
train_7515,train,How is diabetes diagnosed?,diabetes is diagnosed through clinical evaluation and laboratory tests.,True
train_7516,train,What are the symptoms of cancer?,"fatigue, cough, headache",True
train_7517,train,What are the symptoms of migraine?,"chest_pain, fatigue, nausea",True
train_7518,train,What causes stroke?,"Genetic factors, lifestyle, and environmental factors contribute to stroke.",True
train_7519,train,How is pneumonia treated?,"physical_therapy, aspirin",True
train_7520,train,How is stroke treated?,"insulin, ibuprofen",True
train_7521,train,What causes influenza?,"Genetic factors, lifestyle, and environmental factors contribute to influenza.",True
train_7522,train,What are the symptoms of hypertension?,"joint_pain, fever, cough",True
train_7523,train,How is asthma diagnosed?,asthma is diagnosed through clinical evaluation and laboratory tests.,True
train_7524,train,What are the risk factors for influenza?,"Genetic factors, lifestyle, and environmental factors contribute to influenza.",True
train_7525,train,What are the symptoms of asthma?,"fatigue, headache, cough",True
train_7526,train,What are the risk factors for asthma?,"Genetic factors, lifestyle, and environmental factors contribute to asthma.",True
train_7527,train,What are the symptoms of depression?,"headache, fever, pain",True
train_7528,train,How is hypertension treated?,"physical_therapy, vaccination",True
train_7529,train,How is influenza treated?,"antibiotics, chemotherapy",True
train_7530,train,How is asthma diagnosed?,asthma is diagnosed through clinical evaluation and laboratory tests.,True
train_7531,train,What are the symptoms of influenza?,"fever, nausea, dizziness",True
train_7532,train,What are the risk factors for asthma?,"Genetic factors, lifestyle, and environmental factors contribute to asthma.",True
train_7533,train,How is depression treated?,"insulin, physical_therapy",True
train_7534,train,How is stroke diagnosed?,stroke is diagnosed through clinical evaluation and laboratory tests.,True
train_7535,train,What causes diabetes?,"Genetic factors, lifestyle, and environmental factors contribute to diabetes.",True
train_7536,train,What causes migraine?,"Genetic factors, lifestyle, and environmental factors contribute to migraine.",True
train_7537,train,What are the symptoms of asthma?,"fatigue, chest_pain, fever",True
train_7538,train,How is hypertension treated?,"insulin, vaccination",True
train_7539,train,What are the symptoms of migraine?,"dizziness, fatigue, cough",True
train_7540,train,How is pneumonia treated?,"physical_therapy, antibiotics",True
train_7541,train,What causes pneumonia?,"Genetic factors, lifestyle, and environmental factors contribute to pneumonia.",True
train_7542,train,What are the risk factors for migraine?,"Genetic factors, lifestyle, and environmental factors contribute to migraine.",True
train_7543,train,What are the symptoms of arthritis?,"headache, joint_pain, fever",True
train_7544,train,What causes migraine?,"Genetic factors, lifestyle, and environmental factors contribute to migraine.",True
train_7545,train,What are the symptoms of stroke?,"joint_pain, headache, cough",True
train_7546,train,What causes asthma?,"Genetic factors, lifestyle, and environmental factors contribute to asthma.",True
train_7547,train,What causes hypertension?,"Genetic factors, lifestyle, and environmental factors contribute to hypertension.",True
train_7548,train,What are the symptoms of depression?,"chest_pain, cough, joint_pain",True
train_7549,train,What are the risk factors for arthritis?,"Genetic factors, lifestyle, and environmental factors contribute to arthritis.",True
train_7550,train,How is depression diagnosed?,depression is diagnosed through clinical evaluation and laboratory tests.,True
train_7551,train,What are the symptoms of depression?,"headache, chest_pain, shortness_of_breath",True
train_7552,train,What causes influenza?,"Genetic factors, lifestyle, and environmental factors contribute to influenza.",True
train_7553,train,What causes diabetes?,"Genetic factors, lifestyle, and environmental factors contribute to diabetes.",True
train_7554,train,How is stroke diagnosed?,stroke is diagnosed through clinical evaluation and laboratory tests.,True
train_7555,train,How is migraine diagnosed?,migraine is diagnosed through clinical evaluation and laboratory tests.,True
train_7556,train,What are the symptoms of migraine?,"nausea, joint_pain, fatigue",True
train_7557,train,What are the risk factors for cancer?,"Genetic factors, lifestyle, and environmental factors contribute to cancer.",True
train_7558,train,What are the risk factors for migraine?,"Genetic factors, lifestyle, and environmental factors contribute to migraine.",True
train_7559,train,How is cancer diagnosed?,cancer is diagnosed through clinical evaluation and laboratory tests.,True
train_7560,train,How is arthritis treated?,"insulin, radiation",True
train_7561,train,How is pneumonia treated?,"aspirin, antivirals",True
train_7562,train,How is depression diagnosed?,depression is diagnosed through clinical evaluation and laboratory tests.,True
train_7563,train,What are the symptoms of cancer?,"nausea, dizziness, headache",True
train_7564,train,What causes migraine?,"Genetic factors, lifestyle, and environmental factors contribute to migraine.",True
train_7565,train,What causes influenza?,"Genetic factors, lifestyle, and environmental factors contribute to influenza.",True
train_7566,train,How is hypertension treated?,"antivirals, vaccination",True
train_7567,train,What are the risk factors for influenza?,"Genetic factors, lifestyle, and environmental factors contribute to influenza.",True
train_7568,train,What are the risk factors for arthritis?,"Genetic factors, lifestyle, and environmental factors contribute to arthritis.",True
train_7569,train,What causes influenza?,"Genetic factors, lifestyle, and environmental factors contribute to influenza.",True
train_7570,train,How is arthritis treated?,"antivirals, insulin",True
train_7571,train,What are the risk factors for pneumonia?,"Genetic factors, lifestyle, and environmental factors contribute to pneumonia.",True
train_7572,train,What are the symptoms of stroke?,"fever, fatigue, nausea",True
train_7573,train,What causes asthma?,"Genetic factors, lifestyle, and environmental factors contribute to asthma.",True
train_7574,train,What causes depression?,"Genetic factors, lifestyle, and environmental factors contribute to depression.",True
train_7575,train,What are the symptoms of depression?,"headache, nausea, fever",True
train_7576,train,What are the risk factors for stroke?,"Genetic factors, lifestyle, and environmental factors contribute to stroke.",True
train_7577,train,What are the symptoms of arthritis?,"fever, cough, pain",True
train_7578,train,What are the risk factors for diabetes?,"Genetic factors, lifestyle, and environmental factors contribute to diabetes.",True
train_7579,train,What are the risk factors for hypertension?,"Genetic factors, lifestyle, and environmental factors contribute to hypertension.",True
train_7580,train,What are the symptoms of cancer?,"shortness_of_breath, pain, fatigue",True
train_7581,train,What causes arthritis?,"Genetic factors, lifestyle, and environmental factors contribute to arthritis.",True
train_7582,train,What are the symptoms of pneumonia?,"fatigue, joint_pain, chest_pain",True
train_7583,train,What causes migraine?,"Genetic factors, lifestyle, and environmental factors contribute to migraine.",True
train_7584,train,What are the risk factors for migraine?,"Genetic factors, lifestyle, and environmental factors contribute to migraine.",True
train_7585,train,What are the risk factors for asthma?,"Genetic factors, lifestyle, and environmental factors contribute to asthma.",True
train_7586,train,What are the symptoms of depression?,"headache, shortness_of_breath, cough",True
train_7587,train,How is pneumonia treated?,"antibiotics, antivirals",True
train_7588,train,How is stroke treated?,"antivirals, insulin",True
train_7589,train,What are the risk factors for diabetes?,"Genetic factors, lifestyle, and environmental factors contribute to diabetes.",True
train_7590,train,What causes diabetes?,"Genetic factors, lifestyle, and environmental factors contribute to diabetes.",True
train_7591,train,What causes depression?,"Genetic factors, lifestyle, and environmental factors contribute to depression.",True
train_7592,train,What are the risk factors for pneumonia?,"Genetic factors, lifestyle, and environmental factors contribute to pneumonia.",True
train_7593,train,What are the symptoms of hypertension?,"joint_pain, fatigue, fever",True
train_7594,train,What are the risk factors for cancer?,"Genetic factors, lifestyle, and environmental factors contribute to cancer.",True
train_7595,train,What are the risk factors for stroke?,"Genetic factors, lifestyle, and environmental factors contribute to stroke.",True
train_7596,train,How is asthma diagnosed?,asthma is diagnosed through clinical evaluation and laboratory tests.,True
train_7597,train,How is asthma treated?,"ibuprofen, antivirals",True
train_7598,train,What causes stroke?,"Genetic factors, lifestyle, and environmental factors contribute to stroke.",True
train_7599,train,What causes diabetes?,"Genetic factors, lifestyle, and environmental factors contribute to diabetes.",True
train_7600,train,How is hypertension treated?,"surgery, aspirin",True
train_7601,train,What causes pneumonia?,"Genetic factors, lifestyle, and environmental factors contribute to pneumonia.",True
train_7602,train,What causes depression?,"Genetic factors, lifestyle, and environmental factors contribute to depression.",True
train_7603,train,What causes migraine?,"Genetic factors, lifestyle, and environmental factors contribute to migraine.",True
train_7604,train,How is cancer diagnosed?,cancer is diagnosed through clinical evaluation and laboratory tests.,True
train_7605,train,What are the symptoms of hypertension?,"shortness_of_breath, chest_pain, nausea",True
train_7606,train,How is cancer diagnosed?,cancer is diagnosed through clinical evaluation and laboratory tests.,True
train_7607,train,What are the risk factors for hypertension?,"Genetic factors, lifestyle, and environmental factors contribute to hypertension.",True
train_7608,train,How is migraine diagnosed?,migraine is diagnosed through clinical evaluation and laboratory tests.,True
train_7609,train,How is pneumonia diagnosed?,pneumonia is diagnosed through clinical evaluation and laboratory tests.,True
train_7610,train,What are the risk factors for diabetes?,"Genetic factors, lifestyle, and environmental factors contribute to diabetes.",True
train_7611,train,How is stroke treated?,"surgery, physical_therapy",True
train_7612,train,How is arthritis diagnosed?,arthritis is diagnosed through clinical evaluation and laboratory tests.,True
train_7613,train,What are the risk factors for asthma?,"Genetic factors, lifestyle, and environmental factors contribute to asthma.",True
train_7614,train,What are the risk factors for stroke?,"Genetic factors, lifestyle, and environmental factors contribute to stroke.",True
train_7615,train,What are the risk factors for asthma?,"Genetic factors, lifestyle, and environmental factors contribute to asthma.",True
train_7616,train,How is pneumonia treated?,"radiation, insulin",True
train_7617,train,What are the symptoms of depression?,"shortness_of_breath, dizziness, nausea",True
train_7618,train,What are the risk factors for stroke?,"Genetic factors, lifestyle, and environmental factors contribute to stroke.",True
train_7619,train,What causes pneumonia?,"Genetic factors, lifestyle, and environmental factors contribute to pneumonia.",True
train_7620,train,What causes influenza?,"Genetic factors, lifestyle, and environmental factors contribute to influenza.",True
train_7621,train,What are the risk factors for influenza?,"Genetic factors, lifestyle, and environmental factors contribute to influenza.",True
train_7622,train,What are the risk factors for diabetes?,"Genetic factors, lifestyle, and environmental factors contribute to diabetes.",True
train_7623,train,What are the risk factors for pneumonia?,"Genetic factors, lifestyle, and environmental factors contribute to pneumonia.",True
train_7624,train,What are the risk factors for depression?,"Genetic factors, lifestyle, and environmental factors contribute to depression.",True
train_7625,train,What are the risk factors for arthritis?,"Genetic factors, lifestyle, and environmental factors contribute to arthritis.",True
train_7626,train,How is cancer treated?,"aspirin, insulin",True
train_7627,train,What are the risk factors for arthritis?,"Genetic factors, lifestyle, and environmental factors contribute to arthritis.",True
train_7628,train,What are the symptoms of depression?,"shortness_of_breath, fatigue, cough",True
train_7629,train,How is diabetes diagnosed?,diabetes is diagnosed through clinical evaluation and laboratory tests.,True
train_7630,train,How is hypertension treated?,"radiation, insulin",True
train_7631,train,How is depression treated?,"antibiotics, insulin",True
train_7632,train,What causes migraine?,"Genetic factors, lifestyle, and environmental factors contribute to migraine.",True
train_7633,train,How is cancer treated?,"physical_therapy, aspirin",True
train_7634,train,How is arthritis treated?,"antivirals, ibuprofen",True
train_7635,train,How is pneumonia treated?,"ibuprofen, radiation",True
train_7636,train,What are the symptoms of cancer?,"headache, shortness_of_breath, chest_pain",True
train_7637,train,How is pneumonia diagnosed?,pneumonia is diagnosed through clinical evaluation and laboratory tests.,True
train_7638,train,What are the risk factors for hypertension?,"Genetic factors, lifestyle, and environmental factors contribute to hypertension.",True
train_7639,train,What causes stroke?,"Genetic factors, lifestyle, and environmental factors contribute to stroke.",True
train_7640,train,What are the risk factors for diabetes?,"Genetic factors, lifestyle, and environmental factors contribute to diabetes.",True
train_7641,train,What causes depression?,"Genetic factors, lifestyle, and environmental factors contribute to depression.",True
train_7642,train,What are the risk factors for arthritis?,"Genetic factors, lifestyle, and environmental factors contribute to arthritis.",True
train_7643,train,What are the risk factors for stroke?,"Genetic factors, lifestyle, and environmental factors contribute to stroke.",True
train_7644,train,How is influenza treated?,"ibuprofen, radiation",True
train_7645,train,How is asthma diagnosed?,asthma is diagnosed through clinical evaluation and laboratory tests.,True
train_7646,train,How is hypertension treated?,"antivirals, antibiotics",True
train_7647,train,How is influenza diagnosed?,influenza is diagnosed through clinical evaluation and laboratory tests.,True
train_7648,train,What are the risk factors for pneumonia?,"Genetic factors, lifestyle, and environmental factors contribute to pneumonia.",True
train_7649,train,What are the symptoms of stroke?,"shortness_of_breath, dizziness, headache",True
train_7650,train,What are the symptoms of hypertension?,"pain, fatigue, shortness_of_breath",True
train_7651,train,What are the risk factors for pneumonia?,"Genetic factors, lifestyle, and environmental factors contribute to pneumonia.",True
train_7652,train,How is depression diagnosed?,depression is diagnosed through clinical evaluation and laboratory tests.,True
train_7653,train,How is hypertension diagnosed?,hypertension is diagnosed through clinical evaluation and laboratory tests.,True
train_7654,train,How is migraine diagnosed?,migraine is diagnosed through clinical evaluation and laboratory tests.,True
train_7655,train,What causes hypertension?,"Genetic factors, lifestyle, and environmental factors contribute to hypertension.",True
train_7656,train,What are the symptoms of migraine?,"fatigue, fever, nausea",True
train_7657,train,What are the risk factors for cancer?,"Genetic factors, lifestyle, and environmental factors contribute to cancer.",True
train_7658,train,How is depression treated?,"chemotherapy, ibuprofen",True
train_7659,train,What are the symptoms of hypertension?,"fatigue, pain, cough",True
train_7660,train,What causes migraine?,"Genetic factors, lifestyle, and environmental factors contribute to migraine.",True
train_7661,train,What causes depression?,"Genetic factors, lifestyle, and environmental factors contribute to depression.",True
train_7662,train,What are the risk factors for stroke?,"Genetic factors, lifestyle, and environmental factors contribute to stroke.",True
train_7663,train,What are the risk factors for asthma?,"Genetic factors, lifestyle, and environmental factors contribute to asthma.",True
train_7664,train,How is cancer diagnosed?,cancer is diagnosed through clinical evaluation and laboratory tests.,True
train_7665,train,What are the risk factors for pneumonia?,"Genetic factors, lifestyle, and environmental factors contribute to pneumonia.",True
